limspedon_id,State,County_FIPS,County Name,latitude degrees,latitude minutes,latitude seconds,latitude direction,longitude degrees,longitude minutes,longitude seconds,longitude direction,latitude decimal_degrees,longitude decimal_degrees,horizontal datum,Classification Type: SSL,SSL_taxon_name,SSL_taxon_kind,SSL_taxonomic_classification_name,Classification Type: Field,field_taxon_name,field_taxon_kind,field_taxonomic_classification_name,Classification Type: Sampled As,sampledas_taxon_name,sampled_taxon_kind,sampledas_taxonomic_classification_name,Classification Type: Correlated As,correlatedas_taxon_name,correlatedas_taxon_kind,correlatedas_taxonomic_classification_name
1483,MI,MI131,Ontonagon,46,47,50,north,88,56,6,west,,,NAD27,SSL,Dawson,series,"Sandy or sandy-skeletal, mixed, dysic, frigid Terric Haplosaprist",,,,,sampled as,Dawson,series,"Sandy or sandy-skeletal, mixed, dysic, frigid Terric Haplosaprist",,,,
1484,MI,MI131,Ontonagon,46,47,53,north,88,56,5,west,,,NAD27,SSL,Greenwood,series,"Dysic, frigid Typic Haplohemist",,,,,sampled as,Greenwood,series,"Dysic, frigid Typic Haplohemist",,,,
1485,MI,MI131,Ontonagon,46,48,37,north,89,45,33,west,,,NAD27,SSL,Belding,taxadjunct,"Coarse-loamy, mixed, active, frigid Oxyaquic Hapludalf",,,,,sampled as,Belding,series,"Coarse-loamy, mixed, frigid Alfic Haplorthod",,,,
1487,MI,MI131,Ontonagon,46,35,23,north,89,10,24,west,,,NAD27,SSL,Cuttre,series,"Very-fine, mixed, semiactive, frigid Aquertic Glossudalf",,,,,sampled as,Cuttre,series,"Very-fine, mixed, active, frigid Aeric Glossaqualf",,,,
1510,MI,MI053,Gogebic,46,33,59.05,north,90,19,16.05,west,,,,SSL,Annalake,series,"Coarse-loamy over sandy or sandy-skeletal, isotic, frigid Lamellic Haplorthod",,,,,sampled as,Annalake,series,"Coarse-loamy, mixed, frigid Oxyaquic Haplorthod",,,,
1511,MI,MI053,Gogebic,46,30,43.93,north,89,58,55.11,west,,,,SSL,Moquah,series,"Coarse-loamy, isotic, frigid Fluventic Humic Dystrudept",,,,,sampled as,Moquah,series,"Coarse-loamy, mixed, superactive, frigid Typic Udifluvent",,,,
1516,IN,IN093,Lawrence,38,41,37,north,86,20,47,west,,,NAD83,,,,,,,,,,,,,,,,
1517,IN,IN093,Lawrence,38,41,38,north,86,20,47,west,,,NAD83,,,,,,,,,,,,,,,,
1597,IN,IN005,Bartholomew,39,15,13.73,north,85,47,39.07,west,,,NAD83,,,,,,,,,sampled as,FINCASTLE,series,"Fine-silty, mixed, superactive, mesic Aeric Epiaqualf",,,,
1598,IN,IN005,Bartholomew,39,15,12.89,north,85,47,36.67,west,,,NAD83,,,,,,,,,sampled as,MIAMI,series,"Fine-loamy, mixed, active, mesic Oxyaquic Hapludalf",,,,
1599,IN,IN005,Bartholomew,39,15,29.11,north,85,47,42.52,west,,,NAD83,SSL,Cyclone,series,"Fine, smectitic, mesic Vertic Argiaquoll",,,,,sampled as,CYCLONE,series,,,,,
1600,IN,IN005,Bartholomew,,,,,,,,,,,,,,,,,,,,sampled as,ALVIN,series,,,,,
1741,MI,MI077,Kalamazoo,42,7,41.4,north,85,40,54.3,west,,,NAD83,,,,,,,,,sampled as,Schoolcraft,series,"Fine-loamy, mixed, superactive, mesic Typic Argiudoll",,,,
1761,IN,IN141,St. Joseph,41,38,54,north,86,18,57,west,,,NAD83,,,,,,,,,sampled as,MARTISCO,series,,,,,
1762,IN,IN141,St. Joseph,41,29,33,north,86,13,42,west,,,NAD83,,,,,,,,,sampled as,CRUMSTOWN,taxadjunct,"Coarse-loamy, mixed, superactive, mesic Typic Hapludalf",,,,
1781,IN,IN141,St. Joseph,41,42,43.5,north,86,25,41.8,west,,,NAD83,,,,,,,,,sampled as,AUTEN,taxadjunct,"Fine-loamy over sandy or sandy-skeletal, mixed, superactive, mesic Aquollic Hapludalf",,,,
1782,IN,IN141,St. Joseph,41,43,29,north,86,7,32.4,west,,,NAD83,,,,,,,,,sampled as,GILFORD,series,"Coarse-loamy, mixed, superactive, mesic Typic Endoaqualf",,,,
1783,MI,MI149,St. Joseph,41,58,13.5,north,85,29,18.89,west,,,NAD83,,,,,,,,,sampled as,Hillsdale,series,"Coarse-loamy, mixed, superactive, mesic Typic Hapludalf",,,,
1811,MI,MI019,Benzie,44,39,7,north,85,55,34,west,,,NAD27,,,,,,,,,sampled as,Nessen,series,"Sandy, mixed, mesic Typic Haplorthod",,,,
1827,WI,WI031,Douglas,46,18,42.9,north,91,59,9.78,west,,,NAD27,SSL,Milaca,taxadjunct,"Coarse-loamy, mixed, superactive, frigid Fragiaquic Haplorthod",,,,,sampled as,Milaca,variant,"Coarse-loamy, mixed, superactive, frigid Aqualfic Haplorthod",,,,
1828,WI,WI031,Douglas,46,16,25,north,92,15,26,west,,,NAD27,SSL,Giese,taxadjunct,"Coarse-loamy, mixed, superactive, nonacid, frigid Aeric Humaquept",,,,,sampled as,Giese,series,"Coarse-loamy, mixed, superactive, nonacid, frigid Mollic Epiaquept",,,,
1829,WI,WI031,Douglas,46,18,44.34,north,91,59,9.96,west,,,NAD27,SSL,Mora,taxadjunct,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,,sampled as,Mora,variant,"Coarse-loamy, mixed, superactive, frigid Aquic Glossudalf",,,,
1830,WI,WI031,Douglas,46,16,22,north,92,15,29,west,,,NAD27,SSL,Mesaba,taxadjunct,"Coarse-loamy, mixed, active, frigid Oxyaquic Glossudalf",,,,,sampled as,Mesaba,variant,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Glossudalf",,,,
1917,WI,WI099,Price,45,52,9.24,north,90,29,0.2,west,,,NAD83,,,,,,,,,sampled as,Sarwet,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
1918,WI,WI099,Price,45,52,1.1,north,90,29,1.8,west,,,NAD83,,,,,,,,,sampled as,Sarwet,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
1919,WI,WI099,Price,45,51,56.5,north,90,29,2.4,west,,,NAD83,,,,,,,,,sampled as,Sarona,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
1920,WI,WI099,Price,45,50,1.6,north,90,27,7.9,west,,,NAD83,,,,,,,,,sampled as,Sarona,series,"Coarse-loamy, mixed, superactive, frigid Alfic Haplorthod",,,,
1921,MI,MI153,Schoolcraft,45,57,47,north,85,54,34,west,,,NAD27,SSL,Manistique,series,"Mixed, frigid Aquic Udipsamment",,,,,sampled as,Manistique,series,"Mixed, frigid Aquic Udipsamment",,,,
1922,MI,MI153,Schoolcraft,45,57,47,north,85,54,34,west,,,NAD27,SSL,Shuberts,series,"Mixed, frigid Mollic Psammaquent",,,,,sampled as,Shuberts,series,"Mixed, frigid Typic Psammaquent",,,,
1923,MI,MI153,Schoolcraft,45,56,4,north,86,16,44,west,,,NAD27,SSL,Suel Choix,series,"Frigid, uncoated Oxyaquic Quartzipsamment",,,,,sampled as,Seul Choix,series,"Mixed, frigid Oxyaquic Udipsamment",,,,
1924,MI,MI153,Schoolcraft,46,2,8,north,85,56,40,west,,,NAD27,SSL,Cookson,series,"Coarse-loamy, mixed, active, frigid Alfic Haplorthod",,,,,sampled as,Cookson,series,"Coarse-loamy, mixed, active, frigid Alfic Haplorthod",,,,
1925,MI,MI153,Schoolcraft,46,3,24,north,86,11,38,west,,,NAD27,,,,,,,,,sampled as,Shoepac,series,"Coarse-loamy, mixed, active, frigid Alfic Oxyaquic Haplorthod",,,,
2052,IL,IL093,Kendall,41,36,7,north,88,28,17,west,,,NAD27,,,,,,,,,sampled as,STRAWN,series,"Fine-loamy, mixed, active, mesic Typic Hapludalf",,,,
2053,IL,IL093,Kendall,41,36,3,north,88,28,13,west,,,NAD27,,,,,,,,,sampled as,SAYBROOK,series,"Fine-silty, mixed, superactive, mesic Oxyaquic Argiudoll",,,,
2092,IL,IL145,Perry,37,58,44.7,north,89,13,13.02,west,,,,,,,,,,,,sampled as,TAMALCO,series,"Fine, smectitic, mesic Typic Natrudalf",,,,
2093,IL,IL145,Perry,37,58,44.34,north,89,13,14.22,west,,,,,,,,,,,,sampled as,COULTERVILLE,series,"Fine-silty, mixed, superactive, mesic Aeric Epiaqualf",,,,
2094,IL,IL145,Perry,37,58,13.86,north,89,13,13.86,west,,,,,,,,,,,,sampled as,CISNE,series,"Fine, smectitic, mesic Vertic Albaqualf",,,,
2095,IL,IL145,Perry,37,58,13.8,north,89,13,13.9,west,,,,,,,,,,,,sampled as,DARMSTADT,series,"Fine-silty, mixed, superactive, isomesic Albic Natraqualf",,,,
2096,IL,IL145,Perry,37,58,40.14,north,89,13,13.8,west,,,,,,,,,,,,sampled as,COULTERVILLE,series,"Fine-silty, superactive, mesic Aeric Epiaqualf",,,,
2097,IL,IL145,Perry,37,58,39.18,north,89,13,12.96,west,,,,,,,,,,,,sampled as,CISNE,series,"Fine, smectitic, mesic Vertic Albaqualf",,,,
2099,IA,IA029,Cass,41,25,55,north,95,5,3.42,west,,,,,,,,,,,,sampled as,MARSHALL,series,"Fine-silty, mixed, superactive, mesic Typic Hapludoll",,,,
2143,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,IA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,IN,IN097,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,IN,IN097,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,MI,MI083,Keweenaw,47,22,17.06,north,88,23,5.88,west,,,,SSL,Copper Harbor,series,"Sandy-skeletal, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Copper Harbor,series,"Sandy-skeletal, mixed, frigid Oxyaquic Haplorthod",,,,
2237,MI,MI083,Keweenaw,47,22,13.51,north,88,23,18.73,west,,,,SSL,Bete De Grise,series,"Sandy-skeletal, isotic, frigid Typic Endoaquod",,,,,sampled as,Bete De Grise,series,"Sandy-skeletal, mixed, frigid Typic Endoaquod",,,,
2259,MI,MI003,Alger,46,22,0.4,north,86,38,0.2,west,,,NAD27,SSL,Cusino,series,"Sandy, isotic, frigid Typic Haplorthod",,,,,sampled as,Cusino,series,"Sandy, mixed, frigid Typic Haplorthod",,,,
2494,IA,IA193,Woodbury,42,26,41.28,north,95,46,4.44,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
2629,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3042,IN,IN003,Allen,40,57,4.59,north,84,56,20.6,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3043,IN,IN003,Allen,40,55,19.2,north,85,1,3.8,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3044,IN,IN053,Grant,40,33,41.6,north,85,29,4.8,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3045,IN,IN053,Grant,40,27,59,north,85,31,21,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3046,IN,IN179,Wells,40,47,28.5,north,85,8,11,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3047,IN,IN179,Wells,40,46,10.4,north,85,10,34.29,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3048,IN,IN179,Wells,40,39,3.8,north,85,18,4.09,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3049,IN,IN179,Wells,40,38,31.8,north,85,22,25.2,west,,,NAD83,,,,,,,,,sampled as,Blount,series,,,,,
3086,IA,IA085,Harrison,41,35,4.7,north,95,54,20.53,west,,,NAD83,,,,,,,,,sampled as,Moville,series,"Coarse-silty over clayey, mixed, superactive, calcareous, mesic Aquic Udifluvent",,,,
3158,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3159,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3160,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3161,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162,OH,OH129,Pickaway,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,IA,IA003,Adams,41,4,57.57,north,94,40,58.96,west,,,NAD83,SSL,Ely,series,"Fine-silty, mixed, superactive, mesic Cumulic Hapludoll",,,,,sampled as,Ely,series,"Fine-silty, mixed, superactive, mesic Cumulic Hapludoll",,,,
3314,IA,IA165,Shelby,41,50,19.2,north,95,32,47.06,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3315,IA,IA165,Shelby,41,50,15.43,north,95,32,22.68,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3316,IA,IA165,Shelby,41,50,36.33,north,95,28,48.33,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3317,IA,IA165,Shelby,41,48,17.36,north,95,32,11.09,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3318,IA,IA165,Shelby,41,47,27.38,north,95,29,40.36,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3319,IA,IA165,Shelby,41,45,51.22,north,95,32,8.53,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3320,IA,IA165,Shelby,41,45,41.7,north,95,26,10.83,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3321,IA,IA165,Shelby,41,43,11.66,north,95,32,51.39,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3322,IA,IA165,Shelby,41,37,10.12,north,95,33,23.68,west,,,,,,,,,,,,sampled as,Monona,series,,,,,
3469,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Booker,series,,,,,
3470,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Booker,series,,,,,
3471,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Zipp,series,,,,,
3472,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Booker,series,,,,,
3473,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Booker,series,,,,,
3474,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Booker,series,,,,,
3475,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Montgomery,series,,,,,
3476,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,sampled as,Zipp,series,,,,,
3477,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,
3478,IN,IN055,Greene,,,,,,,,,,,,,,,,,,,,,,,,,,,
3532,WI,WI025,Dane,42,53,44,north,89,47,30,west,,,NAD27,SSL,,family,"Clayey over loamy-skeletal, mixed over carbonatic, active, mesic Vertic Argiudoll",,,,,sampled as,,,"Clayey over loamy-skeletal, mixed, mesic Typic Argiudoll",,,,
3533,WI,WI025,Dane,42,53,45,north,89,47,33,west,,,NAD27,SSL,,family,"Fine-silty, mixed, superactive, mesic Typic Argiudoll",,,,,sampled as,,,"Fine-silty, mixed, mesic Typic Argiudoll",,,,
3534,WI,WI025,Dane,42,55,31,north,89,47,7,west,,,NAD27,SSL,SND,family,"Clayey over loamy-skeletal, mixed over carbonatic, superactive, mesic Vertic Hapludalf",,,,,sampled as,,,"Clayey-skeletal, mixed, mesic Typic Argiudoll",,,,
3535,WI,WI025,Dane,42,55,32,north,89,47,3,west,,,NAD27,SSL,,family,"Fine, mixed, active, mesic Mollic Hapludalf",,,,,sampled as,,,"Clayey-skeletal, mixed, mesic Typic Argiudoll",,,,
3559,IL,IL099,La Salle,41,19,17,north,88,55,15,west,,,NAD83,,,,,,,,,sampled as,STRIP MINE,miscellaneous area,"Fine-silty, mixed, acid, mesic Alfic Udarent",,,,
3562,IN,IN097,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,IN,IN055,Greene,39,2,34,north,87,3,16,west,,,,SSL,SND,family,"Loamy, mixed, active, nonacid, mesic, shallow Alfic Udarent",,,,,,,,,,,,
3614,IN,IN055,Greene,39,1,21,north,87,1,14,west,,,,SSL,SND,family,"Loamy, mixed, active, nonacid, mesic, shallow Alfic Udarent",,,,,,,,,,,,
3615,IN,IN027,Daviess,38,46,24,north,87,4,14,west,,,,SSL,SND,family,"Fine-silty, mixed, active, acid, mesic Alfic Udarent",,,,,,,,,,,,
3616,IN,IN027,Daviess,38,33,53,north,87,0,31,west,,,,SSL,SND,family,"Fine-silty, mixed, active, acid, mesic Ultic Udarent",,,,,,,,,,,,
3617,IN,IN125,Pike,38,27,13,north,87,18,52,west,,,,SSL,SND,family,"Loamy, mixed, active, nonacid, mesic, shallow Alfic Udarent",,,,,,,,,,,,
3618,IN,IN125,Pike,38,27,25,north,87,16,33,west,,,,SSL,SND,family,"Loamy, mixed, active, nonacid, mesic, shallow Alfic Udarent",,,,,,,,,,,,
3619,IN,IN173,Warrick,38,13,58,north,87,18,45,west,,,,SSL,SND,family,"Loamy, mixed, superactive, nonacid, mesic, shallow Alfic Udarent",,,,,,,,,,,,
3620,IN,IN173,Warrick,38,4,13,north,87,26,8,west,,,,SSL,SND,family,"Fine-silty, mixed, active, acid, mesic Alfic Udarent",,,,,,,,,,,,
3773,IN,IN007,Benton,40,37,15.7,north,87,7,7,west,,,NAD83,,,,,,,,,sampled as,WARNERS,taxadjunct,"Fine-silty, mixed, mesic Fluvaquentic Endoaquoll",,,,
3774,IN,IN015,Carroll,40,36,8.4,north,86,34,54.3,west,,,NAD83,,,,,,,,,sampled as,WARNERS,taxadjunct,"Coarse-silty, mixed, mesic Fluvaquentic Endoaquoll",,,,
3775,IN,IN073,Jasper,41,12,11.5,north,87,3,44.9,west,,,NAD83,,,,,,,,,sampled as,MARTISCO,series,"Fine-silty, carbonatic, mesic Histic Humaquept",,,,
3776,IN,IN091,La Porte,41,36,35.6,north,86,53,8.9,west,,,NAD83,,,,,,,,,sampled as,WARNERS,taxadjunct,"Fine-silty, carbonatic, mesic Fluvaquentic Endoaquoll",,,,
3777,IN,IN127,Porter,41,30,5.09,north,87,7,29.2,west,,,NAD83,,,,,,,,,sampled as,WARNERS,taxadjunct,"Fine-silty, mixed, mesic Fluvaquentic Endoaquoll",,,,
3778,MI,MI149,St. Joseph,41,56,34.2,north,85,31,28.3,west,,,NAD83,,,,,,,,,sampled as,OSHTEMO,series,"Coarse-loamy, mixed, active, mesic Typic Hapludalf",,,,
3780,IN,IN099,Marshall,41,23,58.1,north,86,6,4.5,west,,,NAD83,,,,,,,,,sampled as,MOSTON,series,"Coprogenous, euic, mesic Limnic Haplosaprist",,,,
3782,IN,IN099,Marshall,41,20,3.6,north,86,15,13.8,west,,,NAD83,,,,,,,,,sampled as,LINKVILLE,series,"Fine-loamy, mixed, active, mesic Typic Argiudoll",,,,
3783,IN,IN099,Marshall,41,26,16,north,86,7,14.5,west,,,NAD83,,,,,,,,,sampled as,BENADUM,taxadjunct,"Fine-silty, mixed, active, nonacid, mesic Thapto-Histic Fluvaquent",,,,
3784,IN,IN099,Marshall,41,24,15.3,north,86,6,13.3,west,,,NAD83,,,,,,,,,sampled as,MOSTON,taxadjunct,"Coprogenous, euic, mesic Limnic Haplosaprist",,,,
3786,MI,MI131,Ontonagon,46,29,27.18,north,89,3,50.95,west,,,NAD27,SSL,Choate,series,"Clayey over sandy or sandy-skeletal, mixed, semiactive, frigid Aquertic Chromic Hapludalf",,,,,sampled as,Choate,series,"Clayey over loamy, mixed, active, frigid Aquic Hapludalf",,,,
3787,MI,MI131,Ontonagon,46,29,24.76,north,89,2,23.66,west,,,NAD27,SSL,Keweenaw,series,"Sandy, mixed, frigid Alfic Haplorthod",,,,,sampled as,Keweenaw,series,"Sandy, mixed, frigid Alfic Haplorthod",,,,
3788,MI,MI131,Ontonagon,46,56,6.01,north,89,10,57.03,west,,,NAD27,SSL,Gaastra,series,"Sandy, mixed, frigid Typic Endoaquod",,,,,sampled as,Gaastra,series,"Coarse-loamy, mixed, frigid Argic Endoaquod",,,,
3789,MI,MI131,Ontonagon,46,41,48,north,89,50,5,west,,,NAD27,SSL,Porkies,series,"Loamy-skeletal, isotic, frigid Fragic Haplorthod",,,,,sampled as,Porkies,series,"Loamy-skeletal, mixed, frigid Fragic Haplorthod",,,,
3790,MI,MI131,Ontonagon,46,35,21.34,north,89,10,46.1,west,,,NAD27,SSL,Froberg,series,"Clayey over loamy, mixed, semiactive, frigid Mollic Hapludalf",,,,,sampled as,Froberg,series,"Clayey over loamy, mixed, active, frigid Glossic Hapludalf",,,,
3791,MI,MI131,Ontonagon,46,43,10.62,north,89,12,22.05,west,,,NAD27,SSL,Moquah,series,"Coarse-loamy, mixed, superactive, nonacid, frigid Mollic Udifluvent",,,,,sampled as,Moquah,series,"Coarse-loamy, mixed, superactive, nonacid, frigid Typic Udifluvent",,,,
3792,MI,MI131,Ontonagon,46,48,51.86,north,89,25,31.52,west,,,NAD27,SSL,Watton,series,"Fine-loamy, mixed, active, frigid Fragic Glossudalf",,,,,sampled as,Watton,series,"Fine-loamy, mixed, superactive, frigid Haplic Glossudalf",,,,
3793,MI,MI131,Ontonagon,46,29,53.53,north,89,3,52,west,,,NAD27,SSL,Choate,series,"Clayey over sandy or sandy-skeletal, mixed, active, frigid Aquertic Chromic Hapludalf",,,,,sampled as,Choate,series,"Clayey over loamy, mixed, frigid Aquic Hapludalf",,,,
3794,MI,MI131,Ontonagon,46,42,5,north,89,12,16,west,,,NAD27,SSL,Watton,series,"Fine, mixed, semiactive, frigid Fragic Glossudalf",,,,,sampled as,Watton,series,"Fine-loamy, mixed, superactive, frigid Haplic Glossudalf",,,,
3795,MI,MI131,Ontonagon,46,49,19,north,88,58,8,west,,,NAD27,SSL,Moquah,series,"Coarse-loamy, isotic, frigid Fluventic Dystrudept",,,,,sampled as,Moquah,series,"Coarse-loamy, mixed, nonacid, frigid Typic Udifluvent",,,,
3796,MI,MI131,Ontonagon,46,46,54,north,88,56,32,west,,,NAD27,SSL,Alcona,series,"Sandy over loamy, isotic, frigid Ultic Haplorthod",,,,,sampled as,Alcona,series,"Coarse-loamy, mixed, active, frigid Alfic Haplorthod",,,,
3797,MI,MI131,Ontonagon,46,43,2,north,89,12,30,west,,,NAD27,SSL,Annalake,series,"Sandy over loamy, aniso, isotic, frigid Oxyaquic Haplorthod",,,,,sampled as,Annalake,series,"Coarse-loamy, mixed, superactive, frigid Oxyaquic Haplorthod",,,,
3798,MI,MI131,Ontonagon,46,42,28,north,89,50,37,west,,,NAD27,SSL,Porkies,series,"Loamy-skeletal, isotic, frigid Fragic Haplorthod",,,,,sampled as,Porkies,series,"Loamy-skeletal, mixed, frigid Alfic Oxyaquic Haplorthod",,,,
3799,MI,MI003,Alger,46,38,44,north,86,2,56,west,,,NAD27,SSL,Grand Sable,series,"Sandy, isotic, frigid Entic Haplorthod",,,,,sampled as,Grand Sable (P),series,"Sandy, mixed, frigid Entic Haplorthod",,,,
3800,MI,MI003,Alger,46,23,31,north,87,2,27,west,,,NAD27,SSL,Chatham,taxadjunct,"Coarse-loamy, mixed, active, frigid Typic Dystrudept",,,,,sampled as,Chatham,series,"Coarse-loamy, mixed, active, frigid Entic Haplorthod",,,,
3801,MI,MI003,Alger,46,38,59,north,86,1,17,west,,,NAD27,SSL,Towes,series,,,,,,sampled as,Towes,series,"Coarse-silty over sandy or sandy-skeletal, mixed, frigid Aquic Hapludoll",,,,
3802,MI,MI153,Schoolcraft,45,54,57.3,north,86,26,49.34,west,,,NAD27,SSL,Gilchrist,series,"Sandy, mixed, frigid Oxyaquic Haplorthod",,,,,sampled as,Gilchrist,series,"Sandy, mixed, frigid Oxyaquic Haplorthod",,,,
3803,MI,MI153,Schoolcraft,46,9,33,north,86,11,22,west,,,NAD27,SSL,Seney,series,"Mixed, frigid Oxyaquic Udipsamment",,,,,sampled as,Seney,series,"Mixed, frigid Aquic Udipsamment",,,,
3804,MI,MI153,Schoolcraft,45,47,30,north,86,21,41,west,,,NAD27,SSL,Delta,series,"Sandy-skeletal, mixed, frigid Oxyaquic Udorthent",,,,,sampled as,Delta,series,"Sandy-skeletal, mixed, frigid Oxyaquic Udorthent",,,,
3805,MI,MI153,Schoolcraft,45,47,36,north,86,21,39,west,,,NAD27,,,,,,,,,sampled as,BEAVERTAIL,series,"Sandy-skeletal over loamy, mixed, frigid Histic Humaquept",,,,
3806,MI,MI053,Gogebic,46,34,33.8,north,89,55,16.2,west,,,NAD83,SSL,Tonkey,series,"Coarse-loamy, mixed, active, nonacid, frigid Aeric Endoaquept",,,,,sampled as,Tonkey,series,"Coarse-loamy, mixed, active, nonacid, frigid Mollic Endoaquept",,,,
3807,MI,MI053,Gogebic,46,34,26.73,north,90,10,26.73,west,,,NAD83,SSL,Spirit,series,"Sandy over loamy, isotic over mixed, superactive, frigid Aqualfic Haplorthod",,,,,sampled as,Spirit,series,"Sandy over loamy, isotic over mixed, superactive, frigid Aqualfic Haplorthod",,,,
3809,MI,MI053,Gogebic,46,38,15.85,north,90,10,18.46,west,,,NAD83,SSL,Loggerhead,series,"Sandy over loamy, isotic over mixed, active, frigid Alfic Oxyaquic Haplorthod",,,,,sampled as,Loggerhead sl,series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Haplorthod",,,,
3810,MI,MI053,Gogebic,46,35,2.98,north,90,10,8.25,west,,,NAD83,SSL,Gogebic,series,"Coarse-loamy, isotic, frigid Alfic Oxyaquic Fragiorthod",,,,,sampled as,"Gogebic sil, stony",series,"Coarse-loamy, mixed, superactive, frigid Alfic Oxyaquic Fragiorthod",,,,
3812,MI,MI053,Gogebic,46,37,54.44,north,89,54,12.57,west,,,NAD27,SSL,Oldman,series,"Loamy-skeletal, isotic, frigid Oxyaquic Fragiorthod",,,,,sampled as,Oldman,series,"Loamy-skeletal, isotic, frigid Oxyaquic Fragiorthod",,,,
3824,IL,IL099,La Salle,41,11,46.62,north,89,4,46.57,west,,,NAD83,,,,,,,,,sampled as,FLANAGAN,series,"Fine, smectitic, mesic Aquic Argiudoll",,,,
3825,IL,IL099,La Salle,41,12,13.9,north,89,4,47.44,west,,,NAD83,,,,,,,,,sampled as,MUSCATINE,series,"Fine-silty, mixed, superactive, mesic Aquic Argiudoll",,,,
3826,IL,IL099,La Salle,41,12,16.83,north,89,4,52.87,west,,,NAD83,,,,,,,,,sampled as,SABLE,series,"Fine-silty, mixed, superactive, mesic Typic Endoaquoll",,,,
3827,IL,IL099,La Salle,41,12,7,north,89,4,54,west,,,NAD83,,,,,,,,,sampled as,MUSCATINE,series,"Fine-silty, mixed, superactive, mesic Aquic Argiudoll",,,,
3828,IL,IL099,La Salle,41,11,59,north,89,4,48,west,,,NAD83,,,,,,,,,sampled as,CATLIN,series,"Fine-silty, mixed, superactive, mesic Oxyaquic Argiudoll",,,,
3830,IL,IL099,La Salle,41,11,51.58,north,89,4,40.95,west,,,,,,,,,,,,sampled as,ELPASO,series,"Fine-silty, mixed, superactive, mesic Typic Endoaquoll",,,,
3831,IL,IL099,La Salle,41,11,51.85,north,89,4,40.95,west,,,NAD83,,,,,,,,,sampled as,BUCKHART,series,"Fine-silty, mixed, superactive, mesic Typic Argiudoll",,,,
3832,IL,IL099,La Salle,41,12,4,north,89,4,43,west,,,NAD83,,,,,,,,,sampled as,BUCKHART,series,"Fine-silty, mixed, superactive, mesic Typic Argiudoll",,,,
